Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording date	Recording start time	Recording duration [ms]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Pupil diameter left [mm]	Pupil diameter right [mm]	Pupil diameter filtered [mm]	Eye openness left [mm]	Eye openness right [mm]	Eye openness filtered [mm]	Validity left	Validity right	Presented Stimulus name	Eye movement type	Eye movement event duration [ms]	Eye movement type index
314	504486595	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	788	822	777	804	799	5.312	5.456	5.384				Valid	Valid		Fixation	445	1
316	504486597	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	786	823	772	803	800	5.323	5.458	5.39				Valid	Valid		Fixation	445	1
317	504486598	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	787	823	773	801	801	5.319	5.458	5.388				Valid	Valid		Fixation	445	1
319	504486600	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	785	823	770	803	800	5.323	5.458	5.391				Valid	Valid		Fixation	445	1
321	504486602	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	786	822	770	802	801	5.325	5.458	5.391				Valid	Valid		Fixation	445	1
322	504486603	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	786	822	770	801	801	5.327	5.457	5.392				Valid	Valid		Fixation	445	1
324	504486605	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	783	824	764	800	802	5.343	5.457	5.4				Valid	Valid		Fixation	445	1
326	504486607	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			812	787	823	771	800	802	5.328	5.459	5.394				Valid	Valid		Fixation	445	1
327	504486608	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	785	826	766	803	804	5.343	5.459	5.401				Valid	Valid		Fixation	445	1
329	504486610	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	786	825	768	803	803	5.342	5.46	5.401				Valid	Valid		Fixation	445	1
331	504486612	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	788	822	774	805	801	5.329	5.461	5.395				Valid	Valid		Fixation	445	1
332	504486613	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	789	823	774	799	803	5.331	5.474	5.402				Valid	Valid		Fixation	445	1
334	504486615	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	791	822	780	807	802	5.318	5.463	5.39				Valid	Valid		Fixation	445	1
336	504486617	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	785	824	768	805	803	5.346	5.462	5.404				Valid	Valid		Fixation	445	1
337	504486618	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	787	824	770	803	803	5.344	5.465	5.404				Valid	Valid		Fixation	445	1
339	504486620	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	787	823	772	807	801	5.338	5.467	5.402				Valid	Valid		Fixation	445	1
341	504486622	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	789	822	775	806	802	5.333	5.467	5.4				Valid	Valid		Fixation	445	1
342	504486623	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	822	776	807	801	5.331	5.468	5.4				Valid	Valid		Fixation	445	1
344	504486625	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	789	823	775	808	803	5.332	5.469	5.401				Valid	Valid		Fixation	445	1
346	504486627	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	790	823	776	809	803	5.332	5.47	5.401				Valid	Valid		Fixation	445	1
347	504486628	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	824	775	807	803	5.33	5.469	5.4				Valid	Valid		Fixation	445	1
349	504486630	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	790	825	774	807	805	5.335	5.47	5.402				Valid	Valid		Fixation	445	1
351	504486632	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	788	825	775	805	802	5.333	5.472	5.403				Valid	Valid		Fixation	445	1
352	504486633	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	826	777	804	801	5.334	5.472	5.403				Valid	Valid		Fixation	445	1
354	504486635	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	826	778	804	802	5.334	5.472	5.403				Valid	Valid		Fixation	445	1
356	504486637	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	824	776	805	802	5.34	5.472	5.406				Valid	Valid		Fixation	445	1
357	504486638	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	827	779	802	801	5.334	5.473	5.404				Valid	Valid		Fixation	445	1
359	504486640	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	827	778	804	802	5.334	5.473	5.404				Valid	Valid		Fixation	445	1
361	504486642	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	789	827	776	800	801	5.335	5.473	5.404				Valid	Valid		Fixation	445	1
362	504486643	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	787	829	771	800	803	5.346	5.474	5.41				Valid	Valid		Fixation	445	1
364	504486645	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	787	827	771	801	803	5.346	5.474	5.41				Valid	Valid		Fixation	445	1
366	504486647	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	788	826	775	800	802	5.339	5.474	5.407				Valid	Valid		Fixation	445	1
367	504486648	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	789	826	775	801	803	5.338	5.476	5.407				Valid	Valid		Fixation	445	1
369	504486650	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	788	825	783	805	794	5.326	5.487	5.406				Valid	Valid		Fixation	445	1
371	504486652	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	788	826	777	800	799	5.341	5.478	5.409				Valid	Valid		Fixation	445	1
372	504486653	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	786	827	771	794	800	5.351	5.488	5.42				Valid	Valid		Fixation	445	1
374	504486655	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	785	826	772	801	799	5.348	5.476	5.412				Valid	Valid		Fixation	445	1
376	504486657	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	784	825	771	802	798	5.348	5.478	5.413				Valid	Valid		Fixation	445	1
377	504486658	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	787	828	774	802	801	5.341	5.479	5.41				Valid	Valid		Fixation	445	1
379	504486660	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	792	826	780	797	803	5.331	5.489	5.41				Valid	Valid		Fixation	445	1
381	504486662	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	785	827	770	804	800	5.352	5.479	5.415				Valid	Valid		Fixation	445	1
382	504486663	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	787	826	774	805	800	5.343	5.48	5.412				Valid	Valid		Fixation	445	1
384	504486665	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	788	827	774	805	802	5.343	5.482	5.413				Valid	Valid		Fixation	445	1
386	504486667	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	787	824	771	805	802	5.348	5.483	5.415				Valid	Valid		Fixation	445	1
387	504486668	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	782	827	761	807	802	5.369	5.483	5.426				Valid	Valid		Fixation	445	1
389	504486670	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	786	823	768	807	804	5.354	5.482	5.418				Valid	Valid		Fixation	445	1
391	504486672	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	788	824	771	808	805	5.348	5.482	5.415				Valid	Valid		Fixation	445	1
392	504486673	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	823	777	807	804	5.332	5.486	5.409				Valid	Valid		Fixation	445	1
394	504486675	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	790	822	777	809	804	5.336	5.484	5.41				Valid	Valid		Fixation	445	1
396	504486677	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	822	777	808	803	5.335	5.486	5.41				Valid	Valid		Fixation	445	1
397	504486678	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	791	823	777	810	805	5.334	5.485	5.409				Valid	Valid		Fixation	445	1
399	504486680	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	790	823	776	810	804	5.335	5.485	5.41				Valid	Valid		Fixation	445	1
401	504486682	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	792	824	777	810	806	5.335	5.484	5.41				Valid	Valid		Fixation	445	1
402	504486683	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	791	824	775	808	807	5.336	5.485	5.411				Valid	Valid		Fixation	445	1
404	504486685	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	792	825	776	809	809	5.334	5.488	5.411				Valid	Valid		Fixation	445	1
406	504486687	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	788	827	769	807	807	5.349	5.487	5.418				Valid	Valid		Fixation	445	1
407	504486688	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	791	824	775	809	806	5.335	5.487	5.411				Valid	Valid		Fixation	445	1
409	504486690	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	789	824	773	809	805	5.337	5.488	5.413				Valid	Valid		Fixation	445	1
411	504486692	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	824	777	806	804	5.335	5.489	5.412				Valid	Valid		Fixation	445	1
412	504486693	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	788	826	771	807	806	5.35	5.491	5.42				Valid	Valid		Fixation	445	1
414	504486695	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	787	827	765	807	808	5.362	5.488	5.425				Valid	Valid		Fixation	445	1
416	504486697	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	789	827	772	808	806	5.349	5.491	5.42				Valid	Valid		Fixation	445	1
417	504486698	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	789	826	772	806	806	5.351	5.489	5.42				Valid	Valid		Fixation	445	1
419	504486700	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	787	826	768	806	806	5.357	5.493	5.425				Valid	Valid		Fixation	445	1
421	504486702	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			818	789	824	775	811	802	5.339	5.502	5.421				Valid	Valid		Fixation	445	1
422	504486703	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			817	790	827	775	807	805	5.338	5.492	5.415				Valid	Valid		Fixation	445	1
424	504486705	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			818	784	826	768	811	800	5.353	5.506	5.43				Valid	Valid		Fixation	445	1
426	504486707	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	790	827	776	806	804	5.339	5.492	5.416				Valid	Valid		Fixation	445	1
427	504486708	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	788	826	770	803	805	5.352	5.491	5.421				Valid	Valid		Fixation	445	1
429	504486710	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	783	829	760	804	806	5.376	5.495	5.435				Valid	Valid		Fixation	445	1
431	504486712	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	788	828	773	804	804	5.35	5.493	5.422				Valid	Valid		Fixation	445	1
432	504486713	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	789	829	772	803	805	5.351	5.493	5.422				Valid	Valid		Fixation	445	1
434	504486715	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	792	827	778	804	806	5.341	5.493	5.417				Valid	Valid		Fixation	445	1
436	504486717	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	827	772	804	805	5.354	5.493	5.423				Valid	Valid		Fixation	445	1
437	504486718	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	787	827	770	804	805	5.352	5.497	5.424				Valid	Valid		Fixation	445	1
439	504486720	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	788	828	770	803	805	5.35	5.494	5.422				Valid	Valid		Fixation	445	1
441	504486722	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	787	829	769	803	805	5.352	5.497	5.425				Valid	Valid		Fixation	445	1
442	504486723	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	787	829	770	804	804	5.353	5.494	5.424				Valid	Valid		Fixation	445	1
444	504486725	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	787	828	770	802	804	5.353	5.495	5.424				Valid	Valid		Fixation	445	1
446	504486727	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	788	829	772	802	805	5.355	5.497	5.426				Valid	Valid		Fixation	445	1
447	504486728	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	788	828	771	803	806	5.354	5.494	5.424				Valid	Valid		Fixation	445	1
449	504486730	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	788	829	772	802	804	5.357	5.497	5.427				Valid	Valid		Fixation	445	1
451	504486732	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	792	829	778	802	805	5.342	5.496	5.419				Valid	Valid		Fixation	445	1
452	504486733	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	789	827	773	801	806	5.356	5.497	5.426				Valid	Valid		Fixation	445	1
454	504486735	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	791	828	776	802	806	5.343	5.498	5.42				Valid	Valid		Fixation	445	1
456	504486737	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	787	829	769	803	805	5.356	5.497	5.426				Valid	Valid		Fixation	445	1
458	504486738	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	788	828	771	802	805	5.356	5.498	5.427				Valid	Valid		Fixation	445	1
459	504486740	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	790	834	773	803	806	5.367	5.498	5.433				Valid	Valid		Fixation	445	1
461	504486742	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	785	829	765	804	805	5.366	5.497	5.432				Valid	Valid		Fixation	445	1
463	504486743	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	829	773	801	805	5.357	5.498	5.427				Valid	Valid		Fixation	445	1
464	504486745	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	786	829	765	801	807	5.374	5.499	5.436				Valid	Valid		Fixation	445	1
466	504486747	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			811	791	829	772	794	810	5.357	5.511	5.434				Valid	Valid		Fixation	445	1
468	504486748	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	792	828	779	801	805	5.346	5.5	5.423				Valid	Valid		Fixation	445	1
469	504486750	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	789	828	773	801	805	5.357	5.499	5.428				Valid	Valid		Fixation	445	1
471	504486752	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			810	789	831	766	788	813	5.368	5.522	5.445				Valid	Valid		Fixation	445	1
473	504486753	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	787	830	767	801	807	5.369	5.499	5.434				Valid	Valid		Fixation	445	1
474	504486755	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	789	830	770	803	807	5.36	5.501	5.43				Valid	Valid		Fixation	445	1
476	504486757	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	829	771	801	807	5.362	5.499	5.43				Valid	Valid		Fixation	445	1
478	504486758	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	792	827	777	799	808	5.348	5.5	5.424				Valid	Valid		Fixation	445	1
479	504486760	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	787	831	768	801	806	5.372	5.502	5.437				Valid	Valid		Fixation	445	1
481	504486762	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	788	829	769	802	806	5.376	5.5	5.438				Valid	Valid		Fixation	445	1
483	504486763	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	791	828	774	801	807	5.36	5.502	5.431				Valid	Valid		Fixation	445	1
484	504486765	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	790	829	775	802	806	5.36	5.501	5.431				Valid	Valid		Fixation	445	1
486	504486767	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			816	790	829	774	802	806	5.359	5.501	5.43				Valid	Valid		Saccade	65	1
488	504486768	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			813	784	828	768	798	800	5.369	5.516	5.442				Valid	Valid		Saccade	65	1
489	504486770	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			814	786	828	765	800	806	5.376	5.504	5.44				Valid	Valid		Saccade	65	1
491	504486772	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			815	789	828	774	803	804	5.358	5.505	5.432				Valid	Valid		Saccade	65	1
493	504486773	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	794	829	779	811	808	5.349	5.505	5.427				Valid	Valid		Saccade	65	1
494	504486775	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			828	793	836	774	821	812	5.362	5.509	5.436				Valid	Valid		Saccade	65	1
496	504486777	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			841	790	849	771	833	810	5.369	5.511	5.44				Valid	Valid		Saccade	65	1
498	504486778	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	793	865	779	857	807	5.349	5.515	5.432				Valid	Valid		Saccade	65	1
499	504486780	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			888	794	888	777	887	810	5.358	5.521	5.439				Valid	Valid		Saccade	65	1
501	504486782	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			915	793	914	775	917	812	5.368	5.533	5.45				Valid	Valid		Saccade	65	1
503	504486783	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	793	932	773	933	813	5.382	5.524	5.453				Valid	Valid		Saccade	65	1
504	504486785	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			961	794	960	772	963	816	5.391	5.516	5.454				Valid	Valid		Saccade	65	1
506	504486787	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			986	793	986	773	986	813	5.402	5.506	5.454				Valid	Valid		Saccade	65	1
508	504486788	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1005	792	1004	767	1006	817	5.41	5.483	5.446				Valid	Valid		Saccade	65	1
509	504486790	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1029	792	1030	764	1027	821	5.412	5.459	5.435				Valid	Valid		Saccade	65	1
511	504486792	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1046	791	1049	755	1044	827	5.412	5.427	5.419				Valid	Valid		Saccade	65	1
513	504486793	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1072	796	1080	750	1065	841	5.403	5.394	5.399				Valid	Valid		Saccade	65	1
514	504486795	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1083	801	1093	750	1073	853	5.39	5.36	5.375				Valid	Valid		Saccade	65	1
516	504486797	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1101	805	1108	753	1094	857	5.371	5.32	5.345				Valid	Valid		Saccade	65	1
518	504486798	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1107	808	1126	756	1088	860	5.347	5.282	5.315				Valid	Valid		Saccade	65	1
519	504486800	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1121	800	1127	760	1115	840	5.322	5.293	5.308				Valid	Valid		Saccade	65	1
521	504486802	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1134	809	1141	766	1126	852	5.29	5.253	5.271				Valid	Valid		Saccade	65	1
523	504486803	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1147	809	1153	768	1141	850	5.261	5.23	5.246				Valid	Valid		Saccade	65	1
524	504486805	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1155	807	1157	777	1153	836	5.228	5.259	5.243				Valid	Valid		Saccade	65	1
526	504486807	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1169	809	1168	794	1169	824	5.187	5.277	5.232				Valid	Valid		Saccade	65	1
528	504486808	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1183	767	1186	737	1180	798	5.293	5.339	5.316				Valid	Valid		Saccade	65	1
529	504486810	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1187	777	1182	763	1193	792	5.221	5.315	5.268				Valid	Valid		Saccade	65	1
531	504486812	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1207	771	1202	746	1211	796	5.235	5.295	5.265				Valid	Valid		Saccade	65	1
533	504486813	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1219	761	1215	745	1223	777	5.224	5.338	5.281				Valid	Valid		Saccade	65	1
534	504486815	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1242	747	1236	725	1249	769	5.259	5.367	5.313				Valid	Valid		Saccade	65	1
536	504486817	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1247	722	1247	722			5.251		5.251				Valid	Invalid		Saccade	65	1
538	504486818	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1273	751	1263	723	1283	779	5.245	5.341	5.293				Valid	Valid		Saccade	65	1
539	504486820	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1299	714	1299	714			5.267		5.267				Valid	Invalid		Saccade	65	1
541	504486822	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1308	714	1308	714			5.272		5.272				Valid	Invalid		Saccade	65	1
543	504486823	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1324	686	1324	686			5.345		5.345				Valid	Invalid		Saccade	65	1
544	504486825	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1342	687	1342	687			5.335		5.335				Valid	Invalid		Saccade	65	1
546	504486827	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1361	707	1361	707			5.264		5.264				Valid	Invalid		Saccade	65	1
548	504486828	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1365	681	1365	681			5.305		5.305				Valid	Invalid		Saccade	65	1
549	504486830	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1369	658	1369	658			5.345		5.345				Valid	Invalid		Saccade	65	1
551	504486832	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	5	1
553	504486833	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	5	1
554	504486835	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	5	1
556	504486837	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			1390	711	1390	711			5.14		5.14				Valid	Invalid		Unclassified	2	1
558	504486838	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
559	504486840	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
561	504486842	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
563	504486843	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
564	504486845	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
566	504486847	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
568	504486848	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
569	504486850	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950															Invalid	Invalid		EyesNotFound	72	2
